created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Tue Feb 28 00:35:01 +0000 2023,1630365924187574273,Lama² mirip Anies... https://t.co/RINRAFdjzC,17,158,56,496,en,84221579,1630365924187574273,narkosun,https://twitter.com/narkosun/status/1630365924187574273,
Sun Feb 19 01:17:38 +0000 2023,1627115158102220800,"Anies Baswedan made a cordial gesture by writing an article in Kompas, inviting discussions on important ideas before the upcoming Indonesian election. As the campaign intensifies, I am eager to see what other candidates will offer. https://t.co/gl6QAkZQs3",11,4,53,319,en,34544355,1627115158102220800,edbertgani,https://twitter.com/edbertgani/status/1627115158102220800,
Wed Feb 15 15:39:07 +0000 2023,1625882405868539904,Happy Valentines Day from Gyu and Noe 💝👼 https://t.co/SfwXffbaua,0,6,40,435,en,998788105736876032,1625882405868539904,Anies_only,https://twitter.com/Anies_only/status/1625882405868539904,
Thu Feb 09 00:03:32 +0000 2023,1623472632535584769,Wibi Andrino: Anies The Man With Idea https://t.co/8CBFSkBNMR,2,16,130,557,en,887743587579944960,1623472632535584769,OposisiCerdas,https://twitter.com/OposisiCerdas/status/1623472632535584769,
Tue Jan 31 06:56:23 +0000 2023,1620315036014247936,Welcome to Bima Mr Presiden 2024 @aniesbaswedan Sambutan luar biasa. Wes Wayahe wes WANCINE Anies Presiden https://t.co/MUkUFWEXzG,2,7,103,356,en,2558197662,1620315036014247936,patriot016610,https://twitter.com/patriot016610/status/1620315036014247936,aniesbaswedan
Sat Jan 14 16:08:11 +0000 2023,1614293306334380032,Anies Vs Yohanies 😁🤪  @WagimanDeep212_ https://t.co/3i4hYwhCUW,22,1,124,494,en,45602536,1614293306334380032,GunRomli,https://twitter.com/GunRomli/status/1614293306334380032,WagimanDeep212_
Sun Jan 22 06:11:54 +0000 2023,1617042350941036544,"Ustadz Tile: Anies Presiden, Anies Presiden, Anies Presiden  https://t.co/3bjEzsvxtX",10,106,347,1687,en,1185767973111263233,1617042350941036544,abwnews_,https://twitter.com/abwnews_/status/1617042350941036544,
Fri Jan 27 16:48:50 +0000 2023,1619014580793122816,It's my time to SHINE with my Anies-Sandi fanfiction https://t.co/doQixrcLfK,228,63,371,1747,en,2662512480,1619014580793122816,tiuwtiw,https://twitter.com/tiuwtiw/status/1619014580793122816,
Fri Jan 13 08:49:33 +0000 2023,1613820535796031490,Wow! Selamat mas Anies.. 👍👏👏,4,5,74,374,tl,30766806,1613820535796031490,Reiza_Patters,https://twitter.com/Reiza_Patters/status/1613820535796031490,
Fri Jan 06 08:41:43 +0000 2023,1611281847375507458,Yang dibaptis Anies yang dituding murtad kok Gus Yaqut?? 😋🤭  #ustadzsuparmanabdulkarim ===========  Website : https://t.co/BTkpteZ0EJ  Telegram : https://t.co/yZ19QgrmOq  Instagram : https://t.co/eT1qXtBXT8  Twitter : https://t.co/km18mHLh02  Youtube: https://t.co/oycjP9P3S9 https://t.co/tPAKoHt95w,26,48,319,960,en,1510900708228612097,1611281847375507458,KartiniNKRI,https://twitter.com/KartiniNKRI/status/1611281847375507458,
Thu Jan 05 10:22:05 +0000 2023,1610944719798042624,"Of all the people you can idolize, don't ever idolize politicians (Jokowi, Ahok, Emil, Anies, Risma, Ganjar, etc, etc). Your fangirl/boying will make them only worse, not better. Better spend your energy on BTS, Blackpink, or Joni Mitchell.  Best of all: Don't idolize anyone.",134,76,551,1638,en,122019148,1610944719798042624,evimsofian,https://twitter.com/evimsofian/status/1610944719798042624,
Mon Jan 02 23:44:10 +0000 2023,1610059404048760833,Say no to Anies!! https://t.co/YlztZWgLqQ,18,23,152,394,en,1156404758,1610059404048760833,ireun3n,https://twitter.com/ireun3n/status/1610059404048760833,
Mon Jan 02 13:30:38 +0000 2023,1609905007046033408,"Nonton Film Dokumenter The Edge of Democracy, Anies Ingat Buku How Democracies Die  https://t.co/kgo9qTetmj",2,7,90,433,en,1185767973111263233,1609905007046033408,abwnews_,https://twitter.com/abwnews_/status/1609905007046033408,
Tue Dec 27 13:35:51 +0000 2022,1607731990811508739,@Pemberang1 @jokowi Media abal² Buzzer Anies @keuangannews_id,1,28,25,256,en,2385926900,1607678629647122433,MARQUEZ__93,https://twitter.com/MARQUEZ__93/status/1607731990811508739,"Pemberang1, jokowi, keuangannews_id"
Fri Dec 23 05:11:42 +0000 2022,1606155567646457856,ART TRAIN!! Thank you for the tag Daniel! I tag @Pembiklimon @zero808w @Anies_only @mistedsky @jiechii @locoberi01 (pls check them out they’re all awesome people) 🥺❤️❤️❤️ https://t.co/o049IXgOnn,3,10,143,1153,en,3087540072,1606155567646457856,uglykao,https://twitter.com/uglykao/status/1606155567646457856,"Pembiklimon, zero808w, Anies_only, mistedsky, jiechii, locoberi01"
Thu Dec 15 03:31:58 +0000 2022,1603231362760474626,Anies Senang Tebet Eco Park Sabet Singapore Landscape Architecture Awards https://t.co/bYdnmJ7Bn7,4,9,164,778,en,1068371293290946561,1603231362760474626,BosPurwa,https://twitter.com/BosPurwa/status/1603231362760474626,
Sun Dec 11 03:00:06 +0000 2022,1601773794942922752,Best Picture Of The Day Wis Wayahe Anies Baswedan  Sulsel 👍😊 https://t.co/1sFEQYm0Ry,7,157,244,1143,en,719725925215170561,1601773794942922752,marlina_idha,https://twitter.com/marlina_idha/status/1601773794942922752,
Sat Dec 10 02:22:09 +0000 2022,1601401856042799105,Anies Presiden Indonesia 2024 🙏,4,6,146,707,en,1592003670052249601,1601401856042799105,Tempr2878,https://twitter.com/Tempr2878/status/1601401856042799105,
Thu Dec 08 17:24:30 +0000 2022,1600904164535828481,@AndiSinulingga Makin begok aja Buzzer Anies.... https://t.co/OsrljLjc4i,0,31,1,130,en,1263109250466762757,1600488863646064643,Joker_Wedoks,https://twitter.com/Joker_Wedoks/status/1600904164535828481,AndiSinulingga
Wed Dec 07 07:58:22 +0000 2022,1600399304992358400,Anies 🤏,2,22,126,602,en,3548868619,1600399304992358400,xix0_3,https://twitter.com/xix0_3/status/1600399304992358400,
Sun Dec 04 08:03:24 +0000 2022,1599313405000974336,"Best photo this morning and Sweet moment warga Padang Sumbar dan Pak Anies, Minggu (4/12/2022)  Anies Memang Fantastis👍😊😍 https://t.co/jQxx45xSsk",41,305,594,3016,en,719725925215170561,1599313405000974336,marlina_idha,https://twitter.com/marlina_idha/status/1599313405000974336,
Fri Dec 02 14:45:16 +0000 2022,1598689762327801856,Commission for @HVYsupercool 🏁  Thank you! https://t.co/WSFw7V58SQ,0,4,67,556,en,998788105736876032,1598689762327801856,Anies_only,https://twitter.com/Anies_only/status/1598689762327801856,HVYsupercool
Wed Nov 30 02:00:51 +0000 2022,1597772617322496000,"Anies Baswedan is the best and yet, one and only  So, why not the best? 🤷🏻‍♂️🇮🇩🇮🇩  .",5,81,82,439,en,3177957847,1597772617322496000,HelmiFelis_,https://twitter.com/HelmiFelis_/status/1597772617322496000,
Sat Nov 26 04:08:02 +0000 2022,1596355069917958144,Anies Memang Fantastis! https://t.co/8ZjhRtDV59,2,18,110,394,en,887743587579944960,1596355069917958144,OposisiCerdas,https://twitter.com/OposisiCerdas/status/1596355069917958144,
Fri Nov 25 08:33:27 +0000 2022,1596059478671388672,Ssssssstttt 🤫 Presiden 2024 Anies Baswedan.!!  . https://t.co/DazrTEpcHN,79,735,300,1800,en,3177957847,1596059478671388672,HelmiFelis_,https://twitter.com/HelmiFelis_/status/1596059478671388672,
Fri Nov 25 08:02:35 +0000 2022,1596051708777746432,Anies Baswedan dinobatkan sebagai Governor of the Year 2022 | PORTAL ISLAM https://t.co/jyYSSxnk9K https://t.co/W9xiA9QqHp,0,6,62,186,en,1549972430235439104,1596051708777746432,biacho6688992,https://twitter.com/biacho6688992/status/1596051708777746432,
